Date,Open,High,Low,Close,Volume
2018-01-02,39.93399401982644,40.436219695598936,39.72277540528147,40.42683029174805,102223600
2018-01-03,40.490190741195256,40.964255303118776,40.35642219303837,40.41978454589844,118071600
2018-01-04,40.492527990410416,40.710786792933035,40.384574949985684,40.60752487182617,89738400
2018-01-05,40.703754451309464,41.15669464308769,40.61222747270617,41.069862365722656,94640000
2018-01-08,40.91731643676758,41.21301814104045,40.818745621002336,40.91731643676758,82271200
2018-01-09,40.964247691292925,41.083935694352036,40.69670706368473,40.91261672973633,86336000
2018-01-10,40.638048633487585,40.90558934530854,40.60049818035278,40.90324020385742,95839600
2018-01-11,40.97363356641674,41.18485211334439,40.950167226318456,41.13556671142578,74670800
2018-01-12,41.34679198028473,41.62372207810548,41.22240924564743,41.56035614013672,101672400
2018-01-16,41.750449409423986,42.10013125931942,41.33740520403028,41.34914016723633,118263600
2018-01-17,41.339750540291504,42.067275283028806,41.08629395765567,42.032073974609375,137547200
2018-01-18,42.0954375270394,42.266760115574634,41.83259153401056,42.06962203979492,124773600
2018-01-19,41.9170830272933,42.14472773680478,41.63546177685895,41.88188171386719,129700400
2018-01-22,41.60963271688216,41.722280464117354,41.44535400612098,41.53922653198242,108434400
2018-01-23,41.609634869826934,42.11186042928691,41.49698711676318,41.548614501953125,130756400
2018-01-24,41.597905380444125,41.60964034357955,40.64743066260191,40.886810302734375,204420400
2018-01-25,40.95485226645826,41.05811417438278,40.0208075574252,40.156925201416016,166116000
2018-01-26,40.3658017884038,40.3658017884038,39.9105125208525,40.25080490112305,156572000
2018-01-29,39.933992645169916,39.933992645169916,39.208816996514216,39.417686462402344,202561600
2018-01-30,38.84741293686782,39.27923253493152,38.652623931206506,39.185359954833984,184192800
2018-01-31,39.1618700218366,39.530327051641194,39.0750377505356,39.29329299926758,129915600
2018-02-01,39.23228073447791,39.57257317905928,39.13605905026289,39.37543869018555,188923200
2018-02-02,38.95769431806428,39.145442958690175,37.573054807837266,37.666927337646484,346375200
2018-02-05,37.33837701496789,38.460170790615834,36.6108522368327,36.72584915161133,290954000
2018-02-06,36.33626920112963,38.422618146423986,36.141480273828954,38.260684967041016,272975200
2018-02-07,38.27475571700199,38.34750745588523,37.33132509011948,37.44162368774414,206434400
2018-02-08,37.61764984878874,37.78427774242691,36.38320827506247,36.41136932373047,217562000
2018-02-09,37.012252020658266,37.20547638919081,35.40281840962682,36.856727600097656,282690400
2018-02-12,37.34920595641356,38.61931445678532,37.11591940081631,38.34125900268555,243278000
2018-02-13,38.162181041249156,38.82197866638515,38.09148779648319,38.725364685058594,130196800
2018-02-14,38.41902485300839,39.47941260422183,38.381324910071264,39.439353942871094,162579600
2018-02-15,40.00960408753559,40.78722244438415,39.82344871996502,40.7636604309082,204588800
2018-02-16,40.61520555830091,41.194885750948316,40.47617781139201,40.63169860839844,160704400
2018-02-20,40.542176168197194,41.06294258094195,40.393720669837656,40.49504852294922,135722000
2018-02-21,40.725957827681526,41.02993405641751,40.29708818267244,40.31122970581055,149886400
2018-02-22,40.48324488805256,40.989873106172986,40.46203799794118,40.648193359375,123967600
2018-02-23,40.92390816081634,41.390477885967094,40.89327357832788,41.355133056640625,135249600
2018-02-26,41.55542928860672,42.27177871683173,41.522439583272835,42.17280960083008,152648800
2018-02-27,42.203443871619406,42.528627080196344,41.98194002503581,42.036136627197266,155712400
2018-02-28,42.241135089621714,42.56160798521604,41.95601061077826,41.972503662109375,151128400
2018-03-01,42.0714787606885,42.363675841065785,40.68590764002808,41.237308502197266,195208000
2018-03-02,40.71889500639775,41.54364112911457,40.63641895588297,41.52243423461914,153816000
2018-03-05,41.28678492211425,41.88295815110469,41.12419156955193,41.666168212890625,113605600
2018-03-06,41.92302977255187,42.00314711448065,41.50358769350333,41.63083267211914,95154000
2018-03-07,41.22316642795256,41.43760127355482,41.065286894172935,41.2443733215332,126814000
2018-03-08,41.35041941968929,41.736871803215045,41.25380902051406,41.6944580078125,95096400
2018-03-09,41.934807190193915,42.41551477558312,41.800489667512856,42.41080093383789,128740800
2018-03-12,42.48385406124085,42.97870322731675,42.46500588336334,42.820823669433594,128828400
2018-03-13,43.02582364771228,43.240258490091236,42.23642599068004,42.408443450927734,126774000
2018-03-14,42.49092792856055,42.53805556591924,41.899464753543086,42.04792022705078,117473600
2018-03-15,42.06204821512732,42.472066113995965,41.960723998539855,42.09739303588867,90975200
2018-03-16,42.097395944860104,42.208147851708596,41.8546852372409,41.948944091796875,157618800
2018-03-19,41.78398441338956,41.81932922713834,40.92153500185246,41.307987213134766,133787200
2018-03-20,41.293861389160156,41.66146194230275,41.22316814533864,41.293861389160156,78597600
2018-03-21,41.246738723897394,41.258521532914536,40.35601301545062,40.35837173461914,148219600
2018-03-22,40.0591030669939,40.690621318863954,39.72920600939137,39.788116455078125,165963200
2018-03-23,39.679708191652225,40.04023972746869,38.86674499511719,38.86674499511719,164115200
2018-03-26,39.604318235800726,40.789596177728065,39.22022095912076,40.71183395385742,150164800
2018-03-27,40.92626059766083,41.27265428475455,39.33332353816898,39.66793441772461,163690400
2018-03-28,39.41107080145215,40.063799258864904,38.925649518148376,39.2296257019043,166674000
2018-03-29,39.54304156007836,40.47147063196925,39.328606704264416,39.535972595214844,153594000
2018-04-02,39.267336014600545,39.809312688861084,38.75599391448567,39.27676010131836,150347200
2018-04-03,39.50299048550851,39.76455302254783,38.852620423825435,39.67972183227539,121112000
2018-04-04,38.85260876035632,40.53273181423707,38.82668802678752,40.4384765625,138422000
2018-04-05,40.66705729589254,41.055864780040615,40.549236410319416,40.71889877319336,107732800
2018-04-06,40.28767182758827,40.64348958929219,39.634943148327956,39.67736053466797,140021200
2018-04-09,40.03081079063122,40.787218589573875,40.023741827695815,40.07086944580078,116070800
2018-04-10,40.766029280845565,41.00167106859612,40.419635565203585,40.8249397277832,113634400
2018-04-11,40.58457737140923,40.98281250200534,40.45968753224815,40.634063720703125,89726400
2018-04-12,40.86265044030643,41.23732008556628,40.775460518539994,41.03466796875,91557200
2018-04-13,41.1854583418898,41.435237982563066,40.96631327452418,41.173675537109375,100497200
2018-04-16,41.24437536607009,41.51772066001814,41.19724773501885,41.43053436279297,86313600
2018-04-17,41.588412774825166,42.16573432963981,41.569561003795144,42.00078582763672,106421600
2018-04-18,41.89947095012336,42.1374714867366,41.68032578597204,41.90653991699219,83018000
2018-04-19,40.945112859953234,41.3292100975162,40.68590906905721,40.71889877319336,139235200
2018-04-20,40.20047744211226,40.346574152727804,38.98220662885717,39.05054473876953,261964400
2018-04-23,39.31211228673161,39.33331918058596,38.666452618618635,38.937442779541016,146062000
2018-04-24,39.03876679693956,39.19429120893321,37.99016176869321,38.39546585083008,134768000
2018-04-25,38.32006012932007,38.97985774663225,38.27057737549611,38.56277084350586,113528400
2018-04-26,38.67352834703607,39.05291176219348,38.49679700945855,38.69709396362305,111852000
2018-04-27,38.64524313476729,38.723005335962576,37.851131667287476,38.249366760253906,142623200
2018-04-30,38.20460893271599,39.41344900865608,38.136270792259545,38.94216537475586,169709600
2018-05-01,39.21314234724244,39.870581211910206,38.94451091068036,39.84701919555664,214277600
2018-05-02,41.291502795137106,41.8853210111797,40.9545368189417,41.60726547241211,266157600
2018-05-03,41.4446737111615,41.82641221003319,41.10534900300538,41.68267059326172,136272800
2018-05-04,42.00313857570913,43.41698896254927,41.984286805745036,43.31801986694336,224805200
